,address,description,postal_code,lat,lon
251,"1 FIFTH AVENUE, GUTHRIE HOUSE, #01-05",Bin collection; E-waste accepted: Batteries and Lamps only,268802,1.33081740087425,103.795692355521
252,"1 STAMFORD ROAD, RAFFLES CITY SHOPPING CENTRE, #B1-01",Bin collection; E-waste accepted: Batteries and Lamps only,179103,1.29376027875418,103.852768332387
253,"501 BUKIT TIMAH ROAD, CLUNY COURT, #01-02",Bin collection; E-waste accepted: Batteries and Lamps only,259760,1.32257316960795,103.814245550689
254,"154 WEST COAST ROAD, WEST COAST PLAZA, #B1-19",Bin collection; E-waste accepted: Batteries and Lamps only,127371,1.30358268148237,103.765284520206
255,"1 KIM SENG PROMENADE, GREAT WORLD CITY, #B1-18",Bin collection; E-waste accepted: Batteries and Lamps only,237994,1.29380234644511,103.83175791999
256,"1 VISTA EXCHANGE GREEN, THE STAR VISTA, #B1-02",Bin collection; E-waste accepted: Batteries and Lamps only,138617,1.3068488176344,103.788214531337
257,"4 HILLVIEW RISE, HILLVIEW MARKET PLACE, #02-07",Bin collection; E-waste accepted: Batteries and Lamps only,667979,1.36267450617912,103.764172923137
258,"12  KALLANG AVE, APERIA, #01-47",Bin collection; E-waste accepted: Batteries and Lamps only,339511,1.30974241289377,103.864101648717
259,"1 SENGKANG SQUARE, COMPASS ONE, #B1-25",Bin collection; E-waste accepted: Batteries and Lamps only,545078,1.39209415018227,103.894980032554
260,"1 FUSIONOPOLIS WAY, ONE NORTH, #B2-03",Bin collection; E-waste accepted: Batteries and Lamps only,138632,1.29929405573076,103.787404060926
261,"930 YISHUN AVENUE 2, NORTHPOINT CITY, SOUTH WING, #B1-136/138","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",769098,1.42969847969486,103.835776496688
262,"1 HARBOURFRONT WALK, VIVOCITY, #2-07","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",98585,1.2638958023183,103.821589254908
263,"1 HARBOURFRONT WALK, VIVOCITY, #B2-23","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",98585,1.2638958023183,103.821589254908
264,"3155 COMMONWEALTH AVENUE WEST, THE CLEMENTI MALL, #04-46/47/48/49","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",129588,1.31485321802259,103.764248205662
265,"9 WOODLANDS AVENUE 9, REPUBLIC POLYTECHNIC","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",738964,1.44627224974557,103.783228728956
266,"598 YISHUN RING RD, WISTERIA MALL","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",768698,1.41799925556566,103.841236459776
267,"681 PUNGGOL DRIVE, OASIS TERRACES","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",820681,1.40287845319493,103.913195748836
268,"107 NORTH BRIDGE ROAD, FUNAN, #03-01","Manned collection; E-waste accepted: ICT equipment, Batteries and Lamps only",179105,1.29124400033468,103.849984794935
269,"228 ORCHARD ROAD, COURTS ORCHARD","Manned collection; E-waste accepted: ICT equipment, Batteries and Lamps only",238853,1.30185487652123,103.83848662393
270,"205 UPPER BUKIT TIMAH ROAD, SIM LIAN BUILDING","Manned collection; E-waste accepted: ICT equipment, Batteries and Lamps only",588181,1.34449154991689,103.774321072771
271,"451 CLEMENTI AVE 3, COURTS CLEMENTI, #01-309","Manned collection; E-waste accepted: ICT equipment, Batteries and Lamps only",120451,1.31248108236843,103.765476504358
272,"21 CHOA CHU KANG AVE 4, LOT ONE, #03-01","Manned collection; E-waste accepted: ICT equipment, Batteries and Lamps only",689812,1.38506835667563,103.744950384161
273,"2 BAYFRONT AVENUE, MBS, B2-06",Manned collection; E-waste accepted: ICT equipment and Batteries only,18972,1.28332249304312,103.857629113441
274,"270 ORCHARD ROAD, APPLE ORCHARD",Manned collection; E-waste accepted: ICT equipment and Batteries only,238857,1.30310525131104,103.836202012782
275,"78 AIRPORT BOULEVARD, JEWEL, #02-234",Manned collection; E-waste accepted: ICT equipment and Batteries only,819666,1.36034099671656,103.989077555194
276,146 TECK WHYE LANE,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",680146,1.3811166761303,103.752527098063
277,"24 RAFFLES PLACE, CLIFFORD CENTRE","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",48621,1.28385698132703,103.852128172968
278,"611 WOODLANDS RING ROAD, WOODLANDS ZONE 7 RN","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",730611,1.43542608539826,103.796998851606
279,"638 WOODLANDS RING ROAD, WOODLANDS ZONE 8 RN","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",730638,1.43671737846592,103.803192516442
280,"656 WOODLANDS RING ROAD, WOODLANDS ZONE 9 RN","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",730656,1.43698595559977,103.799117869578
281,"846 WOODLANDS AVENUE 4, WOODLANDS ZONE 2 RN","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",730846,1.44330259673776,103.793474578196
282,"862 WOODLANDS STREET 83, WOODLANDS ZONE 4 RN, #01-184","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",730862,1.43995507442934,103.795048911761
283,"302 TIONG BAHRU ROAD, TIONG BAHRU PLAZA, #3-19","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",168732,1.28646345318688,103.826935084287
284,"68 ORCHARD ROAD, PLAZA SINGAPURA, #3-39","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",238839,1.30074770847155,103.845047580881
285,"68 ORCHARD ROAD, PLAZA SINGAPURA, #1-36","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",238839,1.30074770847155,103.845047580881
286,135 JURONG GATEWAY ROAD,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",600135,1.33375343199036,103.739371389964
287,"2 JURONG EAST STREET 21, IMM, #3-33","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",609601,1.33489843717476,103.7467344968
288,"63 JURONG WEST CENTRAL 3, JURONG POINT, #B1-92","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",648331,1.33931503396417,103.705351000578
289,"63 JURONG WEST CENTRAL 3, JURONG POINT, #03-01","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",648331,1.33931503396417,103.705351000578
290,"1 JURONG WEST CENTRAL 2, JURONG POINT, #B1-94","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",648886,1.3398301525794,103.70646088413
291,"6 RAFFLES BOULEVARD, MARINA SQUARE, #03 - 223 / 232","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",39594,1.29145525906521,103.857007341008
292,"109 NORTH BRIDGE ROAD, FUNAN, #3-16","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",179097,1.29114627294634,103.849834212162
293,"200 VICTORIA STREET, BUGIS JUNCTION, #3-10E","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",188021,1.299112870967,103.855411182582
294,"1 KIM SENG PROMENADE, GREAT WORLD CITY, #07-01","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",237994,1.29380234644511,103.83175791999
295,"80 MARINE PARADE ROAD, PARKWAY PARADE, #02-34","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",449269,1.30119130748691,103.905113592255
